"","X.1","X","stock","species","broodyear","recruits","spawners","stock.id"
"794",1940,6601,"Birkenhead","Sockeye",1996,78931,27824,43
"795",1941,6611,"Birkenhead","Sockeye",1997,30582,23274,43
"796",1942,6621,"Birkenhead","Sockeye",1998,619321,173098,43
"797",1943,6631,"Birkenhead","Sockeye",1999,83528,26220,43
"798",1944,6641,"Birkenhead","Sockeye",2000,101965,8333,43
"799",1945,6651,"Birkenhead","Sockeye",2001,191674,28361,43
"800",1946,6661,"Birkenhead","Sockeye",2002,634125,107481,43
"801",1947,667,"Birkenhead","Sockeye",2003,13338,152657,43
"802",1948,668,"Birkenhead","Sockeye",2004,76400,17516,43
"803",1949,669,"Birkenhead","Sockeye",2005,86063,27117,43
"804",1950,670,"Birkenhead","Sockeye",2006,441874,137365,43
"805",1951,671,"Birkenhead","Sockeye",2007,247094,54290,43
"806",1952,672,"Birkenhead","Sockeye",2008,72774,6788,43
"807",1953,673,"Birkenhead","Sockeye",2009,141215,34475,43
"808",1954,674,"Birkenhead","Sockeye",2010,34882,67762,43
"809",1955,675,"Birkenhead","Sockeye",2011,91160,92420,43
"810",1956,6761,"Birkenhead","Sockeye",2012,23404,2549,43
"811",1957,6771,"Birkenhead","Sockeye",2013,41724,46795,43
"812",1958,6781,"Birkenhead","Sockeye",2014,11624,19612,43
"813",1959,6791,"Birkenhead","Sockeye",2015,1650,26687,43
"814",1960,6801,"Cultus","Sockeye",1948,40903,13086,44
"815",1961,6811,"Cultus","Sockeye",1949,39167,9301,44
"816",1962,6821,"Cultus","Sockeye",1950,108361,30595,44
"817",1963,6831,"Cultus","Sockeye",1951,174068,13143,44
"818",1964,6841,"Cultus","Sockeye",1952,44424,18910,44
"819",1965,6851,"Cultus","Sockeye",1953,63669,13000,44
"820",1966,6861,"Cultus","Sockeye",1954,71295,24150,44
"821",1967,6871,"Cultus","Sockeye",1955,281084,26000,44
"822",1968,6881,"Cultus","Sockeye",1956,37505,14133,44
"823",1969,6891,"Cultus","Sockeye",1957,28083,20647,44
"824",1970,6901,"Cultus","Sockeye",1958,51030,14097,44
"825",1971,6911,"Cultus","Sockeye",1959,53023,48461,44
"826",1972,6921,"Cultus","Sockeye",1960,23939,17689,44
"827",1973,6931,"Cultus","Sockeye",1961,6148,15428,44
"828",1974,6941,"Cultus","Sockeye",1962,36742,27070,44
"829",1975,6951,"Cultus","Sockeye",1963,138448,20571,44
"830",1976,6961,"Cultus","Sockeye",1964,71400,11143,44
"831",1977,6971,"Cultus","Sockeye",1965,21020,2532,44
"832",1978,6981,"Cultus","Sockeye",1966,45065,17464,44
"833",1979,6991,"Cultus","Sockeye",1967,110974,33492,44
"834",1980,7001,"Cultus","Sockeye",1968,42454,25736,44
"835",1981,7011,"Cultus","Sockeye",1969,6477,6739,44
"836",1982,7021,"Cultus","Sockeye",1970,46132,15149,44
"837",1983,7031,"Cultus","Sockeye",1971,51271,9145,44
"838",1984,7041,"Cultus","Sockeye",1972,30363,10660,44
"839",1985,7051,"Cultus","Sockeye",1973,713,858,44
"840",1986,7061,"Cultus","Sockeye",1974,30293,9814,44
"841",1987,7071,"Cultus","Sockeye",1975,129249,11478,44
"842",1988,7081,"Cultus","Sockeye",1976,6123,4450,44
"843",1989,7091,"Cultus","Sockeye",1977,1571,353,44
"844",1990,7101,"Cultus","Sockeye",1978,75245,7265,44
"845",1991,7111,"Cultus","Sockeye",1979,110516,32045,44
"846",1992,7121,"Cultus","Sockeye",1980,4825,1687,44
"847",1993,7131,"Cultus","Sockeye",1981,1544,1159,44
"848",1994,7141,"Cultus","Sockeye",1982,18839,17222,44
"849",1995,7151,"Cultus","Sockeye",1983,96326,19952,44
"850",1996,7161,"Cultus","Sockeye",1984,9406,1147,44
"851",1997,7171,"Cultus","Sockeye",1985,2431,571,44
"852",1998,7181,"Cultus","Sockeye",1986,10488,3533,44
"853",1999,7191,"Cultus","Sockeye",1987,65855,32336,44
"854",2000,7201,"Cultus","Sockeye",1988,7825,964,44
"855",2001,7211,"Cultus","Sockeye",1989,10745,568,44
"856",2002,7221,"Cultus","Sockeye",1990,25123,1870,44
"857",2003,7231,"Cultus","Sockeye",1991,17399,20191,44
"858",2004,7241,"Cultus","Sockeye",1992,1884,1205,44
"859",2005,7251,"Cultus","Sockeye",1993,945,1131,44
"860",2006,726,"Cultus","Sockeye",1994,2448,4422,44
"861",2007,727,"Cultus","Sockeye",1995,14793,10349,44
"862",2008,728,"Cultus","Sockeye",1996,1515,2030,44
"863",2009,729,"Cultus","Sockeye",1997,717,91,44
"864",2010,730,"Cultus","Sockeye",1998,6185,2166,44
"865",2011,731,"Cultus","Sockeye",1999,2852,12403,44
"866",2012,732,"Cultus","Sockeye",2000,81,1227,44
"867",2013,733,"Cultus","Sockeye",2001,225,675,44
"868",2014,734,"Cultus","Sockeye",2002,5292,4882,44
"869",2015,735,"Cultus","Sockeye",2003,735,1939,44
"870",2016,736,"Cultus","Sockeye",2004,1318,52,44
"871",2017,737,"Cultus","Sockeye",2005,926,226,44
"872",2018,738,"Cultus","Sockeye",2006,21000,3521,44
"873",2019,739,"Cultus","Sockeye",2007,13143,649,44
"874",2020,740,"Cultus","Sockeye",2008,2208,360,44
"875",2021,741,"Cultus","Sockeye",2009,2742,1441,44
"876",2022,742,"Cultus","Sockeye",2010,20016,10297,44
"877",2023,743,"Cultus","Sockeye",2011,1663,7211,44
"878",2024,744,"Cultus","Sockeye",2012,4102,892,44
"879",2025,745,"Cultus","Sockeye",2013,956,3312,44
"880",2026,746,"Cultus","Sockeye",2014,1449,4411,44
"881",2027,747,"Cultus","Sockeye",2015,54,1220,44
"882",2028,748,"Portage","Sockeye",1951,244,15,45
"883",2029,749,"Portage","Sockeye",1953,394,24,45
"884",2030,750,"Portage","Sockeye",1954,38700,1729,45
"885",2031,751,"Portage","Sockeye",1955,4392,20,45
"886",2032,752,"Portage","Sockeye",1957,47,20,45
"887",2033,753,"Portage","Sockeye",1958,25645,2749,45
"888",2034,754,"Portage","Sockeye",1959,5565,286,45
"889",2035,755,"Portage","Sockeye",1961,2723,12,45
"890",2036,756,"Portage","Sockeye",1962,72180,6326,45
"891",2037,757,"Portage","Sockeye",1963,58437,1116,45
"892",2038,758,"Portage","Sockeye",1964,624,5,45
"893",2039,759,"Portage","Sockeye",1965,3463,589,45
"894",2040,760,"Portage","Sockeye",1966,31339,15201,45
"895",2041,761,"Portage","Sockeye",1967,4286,1983,45
"896",2042,762,"Portage","Sockeye",1968,1046,50,45
"897",2043,763,"Portage","Sockeye",1969,34582,491,45
"898",2044,764,"Portage","Sockeye",1970,58068,2139,45
"899",2045,765,"Portage","Sockeye",1971,18043,155,45
"900",2046,766,"Portage","Sockeye",1972,15283,98,45
"901",2047,767,"Portage","Sockeye",1973,91287,1688,45
"902",2048,768,"Portage","Sockeye",1974,42611,4843,45
"903",2049,769,"Portage","Sockeye",1975,15753,1631,45
"904",2050,770,"Portage","Sockeye",1976,7590,753,45
"905",2051,771,"Portage","Sockeye",1977,39989,3923,45
"906",2052,772,"Portage","Sockeye",1978,111753,3963,45
"907",2053,773,"Portage","Sockeye",1979,52692,2023,45
"908",2054,774,"Portage","Sockeye",1980,12225,996,45
"909",2055,775,"Portage","Sockeye",1981,20069,2951,45
"910",2056,776,"Portage","Sockeye",1982,210984,11734,45
"911",2057,777,"Portage","Sockeye",1983,37358,4909,45
"912",2058,778,"Portage","Sockeye",1984,50565,941,45
"913",2059,779,"Portage","Sockeye",1985,25840,960,45
"914",2060,780,"Portage","Sockeye",1986,71594,6213,45
"915",2061,781,"Portage","Sockeye",1987,63044,3766,45
"916",2062,782,"Portage","Sockeye",1988,21096,784,45
"917",2063,783,"Portage","Sockeye",1989,199353,5067,45
"918",2064,784,"Portage","Sockeye",1990,50970,8415,45
"919",2065,785,"Portage","Sockeye",1991,15891,7292,45
"920",2066,786,"Portage","Sockeye",1992,17136,1378,45
"921",2067,787,"Portage","Sockeye",1993,174902,9829,45
"922",2068,788,"Portage","Sockeye",1994,127670,3890,45
"923",2069,789,"Portage","Sockeye",1995,40496,4319,45
"924",2070,790,"Portage","Sockeye",1996,86511,1759,45
"925",2071,791,"Portage","Sockeye",1997,41499,5056,45
"926",2072,792,"Portage","Sockeye",1998,18053,11873,45
"927",2073,793,"Portage","Sockeye",1999,9078,2079,45
"928",2074,794,"Portage","Sockeye",2000,12829,671,45
"929",2075,795,"Portage","Sockeye",2001,18610,1851,45
"930",2076,796,"Portage","Sockeye",2002,48191,8001,45
"931",2077,797,"Portage","Sockeye",2003,5210,3179,45
"932",2078,798,"Portage","Sockeye",2004,5688,778,45
"933",2079,799,"Portage","Sockeye",2005,2533,8261,45
"934",2080,800,"Portage","Sockeye",2006,172658,10971,45
"935",2081,801,"Portage","Sockeye",2007,2834,849,45
"936",2082,8021,"Portage","Sockeye",2008,458,63,45
"937",2083,8031,"Portage","Sockeye",2009,12139,792,45
"938",2084,8041,"Portage","Sockeye",2010,83977,26699,45
"939",2085,8051,"Portage","Sockeye",2011,51,330,45
"940",2086,8061,"Portage","Sockeye",2012,219,13,45
"941",2087,8071,"Portage","Sockeye",2013,2394,4181,45
"942",2088,8081,"Portage","Sockeye",2014,93857,12447,45
"943",2089,8091,"Portage","Sockeye",2015,48,17,45
"944",2090,8101,"Weaver","Sockeye",1966,76161,9860,46
"945",2091,8111,"Weaver","Sockeye",1967,88405,10618,46
"946",2092,8121,"Weaver","Sockeye",1968,155396,2202,46
"947",2093,8131,"Weaver","Sockeye",1969,412913,30604,46
"948",2094,8141,"Weaver","Sockeye",1970,384039,5003,46
"949",2095,8151,"Weaver","Sockeye",1971,155284,2656,46
"950",2096,8161,"Weaver","Sockeye",1972,350142,15026,46
"951",2097,8171,"Weaver","Sockeye",1973,274667,24885,46
"952",2098,8181,"Weaver","Sockeye",1974,284880,28099,46
"953",2099,8191,"Weaver","Sockeye",1975,169860,16033,46
"954",2100,8201,"Weaver","Sockeye",1976,304434,28243,46
"955",2101,8211,"Weaver","Sockeye",1977,235763,28510,46
"956",2102,8221,"Weaver","Sockeye",1978,1366185,42315,46
"957",2103,8231,"Weaver","Sockeye",1979,141028,25702,46
"958",2104,8241,"Weaver","Sockeye",1980,364714,43286,46
"959",2105,8251,"Weaver","Sockeye",1981,270292,22627,46
"960",2106,8261,"Weaver","Sockeye",1982,1505995,115030,46
"961",2107,8271,"Weaver","Sockeye",1983,239991,27380,46
"962",2108,8281,"Weaver","Sockeye",1984,635778,30434,46
"963",2109,8291,"Weaver","Sockeye",1985,69300,22773,46
"964",2110,8301,"Weaver","Sockeye",1986,42717,41837,46
"965",2111,8311,"Weaver","Sockeye",1987,220718,30105,46
"966",2112,832,"Weaver","Sockeye",1988,513778,27428,46
"967",2113,833,"Weaver","Sockeye",1989,765938,10365,46
"968",2114,834,"Weaver","Sockeye",1990,634660,8530,46
"969",2115,835,"Weaver","Sockeye",1991,65545,18489,46
"970",2116,836,"Weaver","Sockeye",1992,753217,28480,46
"971",2117,837,"Weaver","Sockeye",1993,501325,34018,46
"972",2118,838,"Weaver","Sockeye",1994,715932,30208,46
"973",2119,839,"Weaver","Sockeye",1995,266443,10904,46
"974",2120,840,"Weaver","Sockeye",1996,383413,26848,46
"975",2121,841,"Weaver","Sockeye",1997,215997,10724,46
"976",2122,842,"Weaver","Sockeye",1998,566885,29811,46
"977",2123,843,"Weaver","Sockeye",1999,246929,13106,46
"978",2124,844,"Weaver","Sockeye",2000,114132,2732,46
"979",2125,845,"Weaver","Sockeye",2001,196083,8035,46
"980",2126,846,"Weaver","Sockeye",2002,242830,36269,46
"981",2127,847,"Weaver","Sockeye",2003,188799,24683,46
"982",2128,848,"Weaver","Sockeye",2004,121252,13968,46
"983",2129,849,"Weaver","Sockeye",2005,65175,23597,46
"984",2130,850,"Weaver","Sockeye",2006,251353,13618,46
"985",2131,851,"Weaver","Sockeye",2007,330548,15825,46
"986",2132,852,"Weaver","Sockeye",2008,63221,617,46
"987",2133,853,"Weaver","Sockeye",2009,230091,12871,46
"988",2134,854,"Weaver","Sockeye",2010,125448,25328,46
"989",2135,855,"Weaver","Sockeye",2011,553,24535,46
"990",2136,856,"Weaver","Sockeye",2012,1688,397,46
"991",2137,857,"Weaver","Sockeye",2013,93098,15535,46
"992",2138,858,"Weaver","Sockeye",2014,21723,10446,46
"993",2139,859,"Weaver","Sockeye",2015,2730,1133,46
"994",2140,860,"North Barriere","Sockeye",1958,27,3,47
"995",2141,861,"North Barriere","Sockeye",1959,1114,14,47
"996",2142,862,"North Barriere","Sockeye",1963,6534,248,47
"997",2143,863,"North Barriere","Sockeye",1964,3637,67,47
"998",2144,864,"North Barriere","Sockeye",1967,15201,294,47
"999",2145,865,"North Barriere","Sockeye",1968,15037,577,47
"1000",2146,866,"North Barriere","Sockeye",1969,881,22,47
"1001",2147,867,"North Barriere","Sockeye",1970,740,5,47
"1002",2148,868,"North Barriere","Sockeye",1971,16707,306,47
"1003",2149,869,"North Barriere","Sockeye",1972,29007,1030,47
"1004",2150,870,"North Barriere","Sockeye",1973,1106,83,47
"1005",2151,871,"North Barriere","Sockeye",1974,586,70,47
"1006",2152,872,"North Barriere","Sockeye",1975,62451,2181,47
"1007",2153,873,"North Barriere","Sockeye",1976,22761,2373,47
"1008",2154,874,"North Barriere","Sockeye",1977,10484,174,47
"1009",2155,875,"North Barriere","Sockeye",1978,3600,46,47
"1010",2156,876,"North Barriere","Sockeye",1979,18564,8046,47
"1011",2157,877,"North Barriere","Sockeye",1980,36205,4413,47
"1012",2158,878,"North Barriere","Sockeye",1981,3947,1067,47
"1013",2159,879,"North Barriere","Sockeye",1982,11140,656,47
"1014",2160,880,"North Barriere","Sockeye",1983,39122,2596,47
"1015",2161,881,"North Barriere","Sockeye",1984,49644,6291,47
"1016",2162,882,"North Barriere","Sockeye",1985,34171,696,47
"1017",2163,883,"North Barriere","Sockeye",1986,35411,3323,47
"1018",2164,884,"North Barriere","Sockeye",1987,78650,9212,47
"1019",2165,885,"North Barriere","Sockeye",1988,50650,13209,47
"1020",2166,886,"North Barriere","Sockeye",1989,19804,2813,47
"1021",2167,887,"North Barriere","Sockeye",1990,22995,6702,47
"1022",2168,888,"North Barriere","Sockeye",1991,14854,11945,47
"1023",2169,889,"North Barriere","Sockeye",1992,50629,6103,47
"1024",2170,890,"North Barriere","Sockeye",1993,43315,5030,47
"1025",2171,891,"North Barriere","Sockeye",1994,14061,3515,47
"1026",2172,892,"North Barriere","Sockeye",1995,37010,5988,47
"1027",2173,893,"North Barriere","Sockeye",1996,13827,15409,47
"1028",2174,894,"North Barriere","Sockeye",1997,6261,4379,47
"1029",2175,895,"North Barriere","Sockeye",1998,13140,4972,47
"1030",2176,896,"North Barriere","Sockeye",1999,43525,3341,47
"1031",2177,897,"North Barriere","Sockeye",2000,60597,4796,47
"1032",2178,898,"North Barriere","Sockeye",2001,11861,3343,47
"1033",2179,899,"North Barriere","Sockeye",2002,76212,4936,47
"1034",2180,900,"North Barriere","Sockeye",2003,13693,5317,47
"1035",2181,901,"North Barriere","Sockeye",2004,7679,1594,47
"1036",2182,902,"North Barriere","Sockeye",2005,2786,2817,47
"1037",2183,903,"North Barriere","Sockeye",2006,31121,8278,47
"1038",2184,904,"North Barriere","Sockeye",2007,6202,6900,47
"1039",2185,905,"North Barriere","Sockeye",2008,8581,210,47
"1040",2186,9061,"North Barriere","Sockeye",2009,8371,715,47
"1041",2187,9071,"North Barriere","Sockeye",2010,23940,5564,47
"1042",2188,9081,"North Barriere","Sockeye",2011,1737,4498,47
"1043",2189,9091,"North Barriere","Sockeye",2012,2457,747,47
"1044",2190,9101,"North Barriere","Sockeye",2013,809,1951,47
"1045",2191,9111,"North Barriere","Sockeye",2014,6800,6828,47
"1046",2192,9121,"North Barriere","Sockeye",2015,579,946,47
"1047",2193,9131,"Scotch","Sockeye",1948,51,5,48
"1048",2194,9141,"Scotch","Sockeye",1949,6519,1003,48
"1049",2195,9151,"Scotch","Sockeye",1952,35,10,48
"1050",2196,9161,"Scotch","Sockeye",1953,9499,780,48
"1051",2197,9171,"Scotch","Sockeye",1956,952,8,48
"1052",2198,9181,"Scotch","Sockeye",1957,1220,1213,48
"1053",2199,9191,"Scotch","Sockeye",1961,8185,295,48
"1054",2200,9201,"Scotch","Sockeye",1962,2717,1,48
"1055",2201,9211,"Scotch","Sockeye",1965,16637,777,48
"1056",2202,9221,"Scotch","Sockeye",1966,2956,236,48
"1057",2203,9231,"Scotch","Sockeye",1969,34003,1317,48
"1058",2204,9241,"Scotch","Sockeye",1970,2236,142,48
"1059",2205,9251,"Scotch","Sockeye",1973,57906,2966,48
"1060",2206,9261,"Scotch","Sockeye",1974,7918,275,48
"1061",2207,9271,"Scotch","Sockeye",1976,279,20,48
"1062",2208,9281,"Scotch","Sockeye",1977,77703,6702,48
"1063",2209,9291,"Scotch","Sockeye",1978,19328,1091,48
"1064",2210,9301,"Scotch","Sockeye",1980,1532,62,48
"1065",2211,9311,"Scotch","Sockeye",1981,25367,6887,48
"1066",2212,9321,"Scotch","Sockeye",1982,109597,2544,48
"1067",2213,9331,"Scotch","Sockeye",1983,2632,133,48
"1068",2214,9341,"Scotch","Sockeye",1984,2625,265,48
"1069",2215,9351,"Scotch","Sockeye",1985,44012,1436,48
"1070",2216,9361,"Scotch","Sockeye",1986,257059,11299,48
"1071",2217,9371,"Scotch","Sockeye",1987,30444,1148,48
"1072",2218,9381,"Scotch","Sockeye",1988,3320,723,48
"1073",2219,9391,"Scotch","Sockeye",1989,16728,3928,48
"1074",2220,9401,"Scotch","Sockeye",1990,316280,34411,48
"1075",2221,9411,"Scotch","Sockeye",1991,25716,4539,48
"1076",2222,9421,"Scotch","Sockeye",1992,2454,1385,48
"1077",2223,9431,"Scotch","Sockeye",1993,11886,3259,48
"1078",2224,9441,"Scotch","Sockeye",1994,184451,26711,48
"1079",2225,9451,"Scotch","Sockeye",1995,14176,7810,48
"1080",2226,9461,"Scotch","Sockeye",1996,4148,2205,48
"1081",2227,9471,"Scotch","Sockeye",1997,2253,1415,48
"1082",2228,948,"Scotch","Sockeye",1998,193690,17001,48
"1083",2229,949,"Scotch","Sockeye",1999,26423,2034,48
"1084",2230,950,"Scotch","Sockeye",2000,41212,1732,48
"1085",2231,951,"Scotch","Sockeye",2001,17024,1336,48
"1086",2232,952,"Scotch","Sockeye",2002,693222,50375,48
"1087",2233,953,"Scotch","Sockeye",2003,1681,2477,48
"1088",2234,954,"Scotch","Sockeye",2004,3914,432,48
"1089",2235,955,"Scotch","Sockeye",2005,5761,2686,48
"1090",2236,956,"Scotch","Sockeye",2006,1029951,72735,48
"1091",2237,957,"Scotch","Sockeye",2007,49676,4758,48
"1092",2238,958,"Scotch","Sockeye",2008,5429,139,48
"1093",2239,959,"Scotch","Sockeye",2009,47745,2665,48
"1094",2240,960,"Scotch","Sockeye",2010,391169,273905,48
"1095",2241,961,"Scotch","Sockeye",2011,8380,12451,48
"1096",2242,9621,"Scotch","Sockeye",2012,2098,644,48
"1097",2243,9631,"Scotch","Sockeye",2013,7134,10957,48
"1098",2244,9641,"Scotch","Sockeye",2014,227387,68761,48
"1099",2245,9651,"Scotch","Sockeye",2015,1745,3535,48
"1100",2246,9661,"Gates","Sockeye",1952,38000,4147,49
"1101",2247,9671,"Gates","Sockeye",1953,7885,29,49
"1102",2248,9681,"Gates","Sockeye",1954,698,18,49
"1103",2249,9691,"Gates","Sockeye",1955,2505,31,49
"1104",2250,9701,"Gates","Sockeye",1956,15990,4147,49
"1105",2251,9711,"Gates","Sockeye",1957,1163,429,49
"1106",2252,9721,"Gates","Sockeye",1958,539,31,49
"1107",2253,9731,"Gates","Sockeye",1959,10527,370,49
"1108",2254,9741,"Gates","Sockeye",1960,84232,2772,49
"1109",2255,9751,"Gates","Sockeye",1961,14594,120,49
"1110",2256,9761,"Gates","Sockeye",1962,453,68,49
"1111",2257,9771,"Gates","Sockeye",1963,8328,1068,49
"1112",2258,9781,"Gates","Sockeye",1964,104990,8206,49
"1113",2259,9791,"Gates","Sockeye",1965,2495,941,49
"1114",2260,9801,"Gates","Sockeye",1966,918,30,49
"1115",2261,9811,"Gates","Sockeye",1967,6924,351,49
"1116",2262,9821,"Gates","Sockeye",1968,82665,3834,49
"1117",2263,9831,"Gates","Sockeye",1969,4766,360,49
"1118",2264,9841,"Gates","Sockeye",1970,412,14,49
"1119",2265,9851,"Gates","Sockeye",1971,12647,115,49
"1120",2266,9861,"Gates","Sockeye",1972,132613,3128,49
"1121",2267,9871,"Gates","Sockeye",1973,14685,351,49
"1122",2268,9881,"Gates","Sockeye",1974,2972,37,49
"1123",2269,9891,"Gates","Sockeye",1975,19756,1246,49
"1124",2270,9901,"Gates","Sockeye",1976,73230,8820,49
"1125",2271,9911,"Gates","Sockeye",1977,21324,1174,49
"1126",2272,9921,"Gates","Sockeye",1978,1647,129,49
"1127",2273,9931,"Gates","Sockeye",1979,18266,1649,49
"1128",2274,9941,"Gates","Sockeye",1980,79631,11032,49
"1129",2275,9951,"Gates","Sockeye",1981,18129,1907,49
"1130",2276,9961,"Gates","Sockeye",1982,9701,439,49
"1131",2277,9971,"Gates","Sockeye",1983,28098,3055,49
"1132",2278,9981,"Gates","Sockeye",1984,137919,9148,49
"1133",2279,9991,"Gates","Sockeye",1985,131962,2032,49
"1134",2280,10001,"Gates","Sockeye",1986,27349,1880,49
"1135",2281,10011,"Gates","Sockeye",1987,27833,4105,49
"1136",2282,10021,"Gates","Sockeye",1988,319543,17841,49
"1137",2283,10031,"Gates","Sockeye",1989,53094,9795,49
"1138",2284,10041,"Gates","Sockeye",1990,15949,3304,49
"1139",2285,10051,"Gates","Sockeye",1991,21685,4618,49
"1140",2286,10061,"Gates","Sockeye",1992,195433,9224,49
"1141",2287,10071,"Gates","Sockeye",1993,67524,8780,49
"1142",2288,10081,"Gates","Sockeye",1994,34364,1706,49
"1143",2289,10091,"Gates","Sockeye",1995,23459,4533,49
"1144",2290,10101,"Gates","Sockeye",1996,198058,14139,49
"1145",2291,1011,"Gates","Sockeye",1997,13409,1877,49
"1146",2292,1012,"Gates","Sockeye",1998,4812,2442,49
"1147",2293,1013,"Gates","Sockeye",1999,42642,1765,49
"1148",2294,1014,"Gates","Sockeye",2000,92002,16571,49
"1149",2295,1015,"Gates","Sockeye",2001,50246,4007,49
"1150",2296,1016,"Gates","Sockeye",2002,13001,1144,49
"1151",2297,1017,"Gates","Sockeye",2003,4761,5036,49
"1152",2298,1018,"Gates","Sockeye",2004,49334,5483,49
"1153",2299,1019,"Gates","Sockeye",2005,15090,8851,49
"1154",2300,10201,"Gates","Sockeye",2006,39852,1456,49
"1155",2301,1021,"Gates","Sockeye",2007,114557,1079,49
"1156",2302,1022,"Gates","Sockeye",2008,78888,1752,49
"1157",2303,1023,"Gates","Sockeye",2009,120126,5274,49
"1158",2304,10241,"Gates","Sockeye",2010,39812,5903,49
"1159",2305,10251,"Gates","Sockeye",2011,35695,26445,49
"1160",2306,10261,"Gates","Sockeye",2012,24723,6899,49
"1161",2307,10271,"Gates","Sockeye",2013,13347,23053,49
"1162",2308,10281,"Gates","Sockeye",2014,9793,8495,49
"1163",2309,10291,"Gates","Sockeye",2015,15073,9686,49
"1164",2310,10301,"Nadina","Sockeye",1973,73354,10726,50
"1165",2311,10311,"Nadina","Sockeye",1974,20212,2072,50
"1166",2312,10321,"Nadina","Sockeye",1975,158876,8655,50
"1167",2313,10331,"Nadina","Sockeye",1976,7274,898,50
"1168",2314,10341,"Nadina","Sockeye",1977,132049,10085,50
"1169",2315,10351,"Nadina","Sockeye",1978,31247,1527,50
"1170",2316,10361,"Nadina","Sockeye",1979,101373,21272,50
"1171",2317,10371,"Nadina","Sockeye",1980,21372,1603,50
"1172",2318,1038,"Nadina","Sockeye",1981,76800,11363,50
"1173",2319,1039,"Nadina","Sockeye",1982,6775,1423,50
"1174",2320,10401,"Nadina","Sockeye",1983,149731,15945,50
"1175",2321,10411,"Nadina","Sockeye",1984,24917,3847,50
"1176",2322,10421,"Nadina","Sockeye",1985,46853,7731,50
"1177",2323,1043,"Nadina","Sockeye",1986,20838,2051,50
"1178",2324,10441,"Nadina","Sockeye",1987,191036,15643,50
"1179",2325,10451,"Nadina","Sockeye",1988,57739,4514,50
"1180",2326,10461,"Nadina","Sockeye",1989,20016,2707,50
"1181",2327,10471,"Nadina","Sockeye",1990,15734,3405,50
"1182",2328,10481,"Nadina","Sockeye",1991,56339,33387,50
"1183",2329,10491,"Nadina","Sockeye",1992,104713,2355,50
"1184",2330,1050,"Nadina","Sockeye",1993,56702,4797,50
"1185",2331,10511,"Nadina","Sockeye",1994,18358,1077,50
"1186",2332,10521,"Nadina","Sockeye",1995,65517,8452,50
"1187",2333,10531,"Nadina","Sockeye",1996,546597,18036,50
"1188",2334,1054,"Nadina","Sockeye",1997,3186,2624,50
"1189",2335,10551,"Nadina","Sockeye",1998,4879,1983,50
"1190",2336,10561,"Nadina","Sockeye",1999,11388,5026,50
"1191",2337,10571,"Nadina","Sockeye",2000,259537,67127,50
"1192",2338,10581,"Nadina","Sockeye",2001,96134,17886,50
"1193",2339,10591,"Nadina","Sockeye",2002,6180,1031,50
"1194",2340,10601,"Nadina","Sockeye",2003,3705,1677,50
"1195",2341,10611,"Nadina","Sockeye",2004,219464,13773,50
"1196",2342,10621,"Nadina","Sockeye",2005,16218,12141,50
"1197",2343,1063,"Nadina","Sockeye",2006,64917,4487,50
"1198",2344,1064,"Nadina","Sockeye",2007,11526,1006,50
"1199",2345,1065,"Nadina","Sockeye",2008,91177,10236,50
"1200",2346,1066,"Nadina","Sockeye",2009,22658,3718,50
"1201",2347,1067,"Nadina","Sockeye",2010,221312,11892,50
"1202",2348,1068,"Nadina","Sockeye",2011,10162,1195,50
"1203",2349,1069,"Nadina","Sockeye",2012,46375,16766,50
"1204",2350,1070,"Nadina","Sockeye",2013,10327,7129,50
"1205",2351,1071,"Nadina","Sockeye",2014,487912,30742,50
"1206",2352,1072,"Nadina","Sockeye",2015,4234,9411,50
"1207",2353,1073,"Pitt","Sockeye",1948,122720,20340,51
"1208",2354,1074,"Pitt","Sockeye",1949,20778,4449,51
"1209",2355,1075,"Pitt","Sockeye",1950,146337,13313,51
"1210",2356,1076,"Pitt","Sockeye",1951,120302,17922,51
"1211",2357,1077,"Pitt","Sockeye",1952,72178,21904,51
"1212",2358,1078,"Pitt","Sockeye",1953,25807,9303,51
"1213",2359,1079,"Pitt","Sockeye",1954,51094,8332,51
"1214",2360,1080,"Pitt","Sockeye",1955,166937,11221,51
"1215",2361,1081,"Pitt","Sockeye",1956,70323,11107,51
"1216",2362,1082,"Pitt","Sockeye",1957,29207,5130,51
"1217",2363,10831,"Pitt","Sockeye",1958,16535,6658,51
"1218",2364,10841,"Pitt","Sockeye",1959,62493,6096,51
"1219",2365,1085,"Pitt","Sockeye",1960,33314,12532,51
"1220",2366,1086,"Pitt","Sockeye",1961,103035,6542,51
"1221",2367,10871,"Pitt","Sockeye",1962,57275,8479,51
"1222",2368,10881,"Pitt","Sockeye",1963,142935,5798,51
"1223",2369,10891,"Pitt","Sockeye",1964,192094,6320,51
"1224",2370,10901,"Pitt","Sockeye",1965,38984,3387,51
"1225",2371,10911,"Pitt","Sockeye",1966,77701,10735,51
"1226",2372,10921,"Pitt","Sockeye",1967,67780,5241,51
"1227",2373,10931,"Pitt","Sockeye",1968,105588,8194,51
"1228",2374,10941,"Pitt","Sockeye",1969,61083,11739,51
"1229",2375,10951,"Pitt","Sockeye",1970,55398,3123,51
"1230",2376,10961,"Pitt","Sockeye",1971,221710,6696,51
"1231",2377,10971,"Pitt","Sockeye",1972,123179,6575,51
"1232",2378,10981,"Pitt","Sockeye",1973,29176,4713,51
