"","X.1","X","stock","species","broodyear","recruits","spawners","stock.id"
"1",1,64,"Atnarko","Sockeye",1987,90984,30780,2
"2",2,65,"Atnarko","Sockeye",1988,62288,30000,2
"3",3,66,"Atnarko","Sockeye",1989,39421,15000,2
"4",4,67,"Atnarko","Sockeye",1990,54979,20000,2
"5",5,68,"Atnarko","Sockeye",1991,69361,52500,2
"6",6,69,"Atnarko","Sockeye",1992,49322,41000,2
"7",7,70,"Atnarko","Sockeye",1993,28183,15000,2
"8",8,71,"Atnarko","Sockeye",1994,41466,25000,2
"9",9,72,"Atnarko","Sockeye",1995,26868,55000,2
"10",10,73,"Atnarko","Sockeye",1996,22151,45000,2
"11",11,74,"Atnarko","Sockeye",1997,35068,20000,2
"12",12,75,"Atnarko","Sockeye",1998,44282,30000,2
"13",13,76,"Atnarko","Sockeye",1999,26684,25000,2
"14",14,77,"Atnarko","Sockeye",2000,23413,15000,2
"15",15,78,"Atnarko","Sockeye",2001,7454,30000,2
"16",16,79,"Atnarko","Sockeye",2002,6519,50000,2
"17",17,80,"Atnarko","Sockeye",2003,937,18000,2
"18",18,81,"Atnarko","Sockeye",2004,2877,25000,2
"19",19,82,"Atnarko","Sockeye",2005,3835,6000,2
"20",20,83,"Atnarko","Sockeye",2006,2126,6000,2
"21",21,84,"Atnarko","Sockeye",2007,1926,1200,2
"22",22,85,"Atnarko","Sockeye",2008,4142,900,2
"23",23,86,"Atnarko","Sockeye",2009,1400,3500,2
"24",24,87,"Atnarko","Sockeye",2010,2858,2300,2
"25",25,88,"Atnarko","Sockeye",2011,13609,1500,2
"26",482,1083,"Fennell","Sockeye",1963,6534,248,14
"27",483,1084,"Fennell","Sockeye",1964,3637,67,14
"28",484,1087,"Fennell","Sockeye",1967,15201,294,14
"29",485,1088,"Fennell","Sockeye",1968,15037,577,14
"30",486,1089,"Fennell","Sockeye",1969,881,22,14
"31",487,1090,"Fennell","Sockeye",1970,740,5,14
"32",488,1091,"Fennell","Sockeye",1971,16707,306,14
"33",489,1092,"Fennell","Sockeye",1972,29007,1030,14
"34",490,1093,"Fennell","Sockeye",1973,1106,83,14
"35",491,1094,"Fennell","Sockeye",1974,586,70,14
"36",492,1095,"Fennell","Sockeye",1975,62451,2181,14
"37",493,1096,"Fennell","Sockeye",1976,22761,2373,14
"38",494,1097,"Fennell","Sockeye",1977,10484,174,14
"39",495,1098,"Fennell","Sockeye",1978,3600,46,14
"40",496,1099,"Fennell","Sockeye",1979,18564,8046,14
"41",497,1100,"Fennell","Sockeye",1980,36205,4413,14
"42",498,1101,"Fennell","Sockeye",1981,3947,1067,14
"43",499,1102,"Fennell","Sockeye",1982,11140,656,14
"44",500,1103,"Fennell","Sockeye",1983,39122,2596,14
"45",501,1104,"Fennell","Sockeye",1984,49644,6291,14
"46",502,1105,"Fennell","Sockeye",1985,34171,696,14
"47",503,1106,"Fennell","Sockeye",1986,35411,3323,14
"48",504,1107,"Fennell","Sockeye",1987,78650,9212,14
"49",505,1108,"Fennell","Sockeye",1988,50650,13209,14
"50",506,1109,"Fennell","Sockeye",1989,19804,2813,14
"51",507,1110,"Fennell","Sockeye",1990,22995,6702,14
"52",508,1111,"Fennell","Sockeye",1991,14854,11945,14
"53",509,1112,"Fennell","Sockeye",1992,50629,6103,14
"54",510,1113,"Fennell","Sockeye",1993,43315,5030,14
"55",511,1114,"Fennell","Sockeye",1994,14061,3515,14
"56",512,1115,"Fennell","Sockeye",1995,37010,5988,14
"57",513,1116,"Fennell","Sockeye",1996,13827,15409,14
"58",514,1117,"Fennell","Sockeye",1997,6261,4379,14
"59",515,1118,"Fennell","Sockeye",1998,13140,4972,14
"60",516,1119,"Fennell","Sockeye",1999,43525,3341,14
"61",517,1120,"Fennell","Sockeye",2000,60597,4796,14
"62",518,1122,"Fennell","Sockeye",2002,76212,4936,14
"63",519,1123,"Fennell","Sockeye",2003,13693,5317,14
"64",520,1124,"Fennell","Sockeye",2004,7677,1594,14
"65",521,1125,"Fennell","Sockeye",2005,2785,2817,14
"66",522,1126,"Fennell","Sockeye",2006,31124,8278,14
"67",523,1127,"Fennell","Sockeye",2007,6202,6900,14
"68",524,1128,"Fennell","Sockeye",2008,8578,210,14
"69",525,1129,"Fennell","Sockeye",2009,8626,715,14
"70",526,1130,"Fennell","Sockeye",2010,27500,5564,14
"71",527,1131,"Fennell","Sockeye",2011,1903,4498,14
"72",909,1965,"Nass (Meziadin)","Sockeye",1972,561335,129525,24
"73",910,1966,"Nass (Meziadin)","Sockeye",1973,440927,234627,24
"74",911,1967,"Nass (Meziadin)","Sockeye",1974,420000,165259,24
"75",912,1968,"Nass (Meziadin)","Sockeye",1975,359441,54095,24
"76",913,1969,"Nass (Meziadin)","Sockeye",1976,419035,102430,24
"77",914,1970,"Nass (Meziadin)","Sockeye",1977,846576.5,242351,24
"78",915,1971,"Nass (Meziadin)","Sockeye",1978,426421,111018,24
"79",916,1972,"Nass (Meziadin)","Sockeye",1979,533916,2e+05,24
"80",917,1973,"Nass (Meziadin)","Sockeye",1980,451679.5,142000,24
"81",918,1974,"Nass (Meziadin)","Sockeye",1981,443606.75,214193,24
"82",919,1975,"Nass (Meziadin)","Sockeye",1982,345058.125,250000,24
"83",920,1976,"Nass (Meziadin)","Sockeye",1983,393995.4375,170000,24
"84",921,1977,"Nass (Meziadin)","Sockeye",1984,168015,140000,24
"85",922,1978,"Nass (Meziadin)","Sockeye",1985,308705.2188,288663,24
"86",923,1979,"Nass (Meziadin)","Sockeye",1986,561020.6094,115543,24
"87",924,1980,"Nass (Meziadin)","Sockeye",1987,1387932,143989,24
"88",925,1981,"Nass (Meziadin)","Sockeye",1988,1825747.805,116984,24
"89",926,1982,"Nass (Meziadin)","Sockeye",1989,961886.4023,50000,24
"90",927,1983,"Nass (Meziadin)","Sockeye",1990,500413,120954,24
"91",928,1984,"Nass (Meziadin)","Sockeye",1991,1340554.701,250000,24
"92",929,1985,"Nass (Meziadin)","Sockeye",1992,439522.8506,592118,24
"93",930,1986,"Nass (Meziadin)","Sockeye",1993,548949,4e+05,24
"94",931,1987,"Nass (Meziadin)","Sockeye",1994,709786,158010,24
"95",932,1988,"Nass (Meziadin)","Sockeye",1995,592166,205853,24
"96",933,1989,"Nass (Meziadin)","Sockeye",1996,307642,182082,24
"97",934,1990,"Nass (Meziadin)","Sockeye",1997,794577,158687,24
"98",935,1991,"Nass (Meziadin)","Sockeye",1998,1084696,163925,24
"99",936,1992,"Nass (Meziadin)","Sockeye",1999,665367,180350,24
"100",937,1993,"Nass (Meziadin)","Sockeye",2000,568363,137042,24
"101",938,1994,"Nass (Meziadin)","Sockeye",2001,416841,116192,24
"102",939,1995,"Nass (Meziadin)","Sockeye",2002,397112,332442,24
"103",940,1996,"Nass (Meziadin)","Sockeye",2003,257737,196852,24
"104",941,1997,"Nass (Meziadin)","Sockeye",2004,396976,140923,24
"105",942,1998,"Nass (Meziadin)","Sockeye",2005,330496.5,142858,24
"106",943,1999,"Nass (Meziadin)","Sockeye",2006,343371.75,146954,24
"107",944,2000,"Nass (Meziadin)","Sockeye",2007,351328,104308,24
"108",945,2001,"Nass (Meziadin)","Sockeye",2008,372942,150383,24
"109",946,2002,"Nass (Meziadin)","Sockeye",2009,370693,168404,24
"110",947,2003,"Nass (Meziadin)","Sockeye",2010,253643,159120,24
"111",1028,2113,"Owikeno","Sockeye",1987,800980,459600,27
"112",1029,2114,"Owikeno","Sockeye",1988,300589,256500,27
"113",1030,2115,"Owikeno","Sockeye",1989,147847,127800,27
"114",1031,2116,"Owikeno","Sockeye",1990,165870,277500,27
"115",1032,2117,"Owikeno","Sockeye",1991,42177,237000,27
"116",1033,2118,"Owikeno","Sockeye",1992,226084,271500,27
"117",1034,2119,"Owikeno","Sockeye",1993,74669,201000,27
"118",1035,2120,"Owikeno","Sockeye",1994,3353,78000,27
"119",1036,2121,"Owikeno","Sockeye",1995,9217,109500,27
"120",1037,2122,"Owikeno","Sockeye",1996,33810,45600,27
"121",1038,2123,"Owikeno","Sockeye",1997,82893,249300,27
"122",1039,2124,"Owikeno","Sockeye",1998,143357,35900,27
"123",1040,2125,"Owikeno","Sockeye",1999,57888,3600,27
"124",1041,2126,"Owikeno","Sockeye",2000,152914,21100,27
"125",1042,2127,"Owikeno","Sockeye",2001,180835,31500,27
"126",1043,2128,"Owikeno","Sockeye",2002,113462,1e+05,27
"127",1044,2129,"Owikeno","Sockeye",2003,19573,139000,27
"128",1045,2130,"Owikeno","Sockeye",2004,112251,115000,27
"129",1046,2131,"Owikeno","Sockeye",2005,102162,150000,27
"130",1047,2132,"Owikeno","Sockeye",2006,430341,108000,27
"131",1048,2133,"Owikeno","Sockeye",2007,47015,1e+05,27
"132",1049,2134,"Owikeno","Sockeye",2008,269041,83000,27
"133",1050,2135,"Owikeno","Sockeye",2009,108450,78500,27
"134",1051,2136,"Owikeno","Sockeye",2010,145898,1e+05,27
"135",1281,1,"Early Stuart","Sockeye",1948,198153,10859,34
"136",1282,2,"Early Stuart","Sockeye",1949,1036968,168458,34
"137",1283,3,"Early Stuart","Sockeye",1950,241666,25658,34
"138",1284,4,"Early Stuart","Sockeye",1951,173654,29785,34
"139",1285,5,"Early Stuart","Sockeye",1952,88600,15484,34
"140",1286,6,"Early Stuart","Sockeye",1953,540891,78238,34
"141",1287,7,"Early Stuart","Sockeye",1954,155823,18010,34
"142",1288,8,"Early Stuart","Sockeye",1955,27467,1397,34
"143",1289,9,"Early Stuart","Sockeye",1956,110394,16661,34
"144",1290,10,"Early Stuart","Sockeye",1957,1222936,119273,34
"145",1291,11,"Early Stuart","Sockeye",1958,103107,22196,34
"146",1292,12,"Early Stuart","Sockeye",1959,20835,1297,34
"147",1293,13,"Early Stuart","Sockeye",1960,74149,7401,34
"148",1294,14,"Early Stuart","Sockeye",1961,255842,87782,34
"149",1295,15,"Early Stuart","Sockeye",1962,75785,14103,34
"150",1296,16,"Early Stuart","Sockeye",1963,92554,2590,34
"151",1297,17,"Early Stuart","Sockeye",1964,42887,1300,34
"152",1298,18,"Early Stuart","Sockeye",1965,417211,11241,34
"153",1299,19,"Early Stuart","Sockeye",1966,84786,5959,34
"154",1300,20,"Early Stuart","Sockeye",1967,339693,11167,34
"155",1301,21,"Early Stuart","Sockeye",1968,10423,795,34
"156",1302,22,"Early Stuart","Sockeye",1969,1375594,48796,34
"157",1303,23,"Early Stuart","Sockeye",1970,182136,15806,34
"158",1304,24,"Early Stuart","Sockeye",1971,431210,45610,34
"159",1305,25,"Early Stuart","Sockeye",1972,32232,2253,34
"160",1306,26,"Early Stuart","Sockeye",1973,1352082,153876,34
"161",1307,27,"Early Stuart","Sockeye",1974,145244,21610,34
"162",1308,28,"Early Stuart","Sockeye",1975,223085,26252,34
"163",1309,29,"Early Stuart","Sockeye",1976,31877,6792,34
"164",1310,30,"Early Stuart","Sockeye",1977,761694,53363,34
"165",1311,31,"Early Stuart","Sockeye",1978,72852,20004,34
"166",1312,32,"Early Stuart","Sockeye",1979,107936,36170,34
"167",1313,33,"Early Stuart","Sockeye",1980,63501,7361,34
"168",1314,34,"Early Stuart","Sockeye",1981,350141,71485,34
"169",1315,35,"Early Stuart","Sockeye",1982,27816,2158,34
"170",1316,36,"Early Stuart","Sockeye",1983,188896,13121,34
"171",1317,37,"Early Stuart","Sockeye",1984,242040,21868,34
"172",1318,38,"Early Stuart","Sockeye",1985,1208877,118124,34
"173",1319,39,"Early Stuart","Sockeye",1986,145942,15160,34
"174",1320,40,"Early Stuart","Sockeye",1987,525920,75524,34
"175",1321,41,"Early Stuart","Sockeye",1988,379932,88071,34
"176",1322,42,"Early Stuart","Sockeye",1989,1138789,211041,34
"177",1323,43,"Early Stuart","Sockeye",1990,166086,47065,34
"178",1324,44,"Early Stuart","Sockeye",1991,144459,85456,34
"179",1325,45,"Early Stuart","Sockeye",1992,100376,36565,34
"180",1326,46,"Early Stuart","Sockeye",1993,1814783,386806,34
"181",1327,47,"Early Stuart","Sockeye",1994,29030,14499,34
"182",1328,48,"Early Stuart","Sockeye",1995,189600,57342,34
"183",1329,49,"Early Stuart","Sockeye",1996,464146,41063,34
"184",1330,50,"Early Stuart","Sockeye",1997,147572,73416,34
"185",1331,51,"Early Stuart","Sockeye",1998,28692,9332,34
"186",1332,52,"Early Stuart","Sockeye",1999,30566,8189,34
"187",1333,53,"Early Stuart","Sockeye",2000,135874,35333,34
"188",1334,54,"Early Stuart","Sockeye",2001,252006,82852,34
"189",1335,55,"Early Stuart","Sockeye",2002,24585,12921,34
"190",1336,56,"Early Stuart","Sockeye",2003,10031,6932,34
"191",1337,57,"Early Stuart","Sockeye",2004,37464,5181,34
"192",1338,58,"Early Stuart","Sockeye",2005,85041,51153,34
"193",1339,59,"Early Stuart","Sockeye",2006,108697,15914,34
"194",1340,60,"Early Stuart","Sockeye",2007,12675,2376,34
"195",1341,61,"Early Stuart","Sockeye",2008,193089,14446,34
"196",1342,62,"Early Stuart","Sockeye",2009,190933,21884,34
"197",1343,63,"Early Stuart","Sockeye",2010,136281,34198,34
"198",1344,6410,"Early Stuart","Sockeye",2011,2500,233,34
"199",1345,6510,"Early Stuart","Sockeye",2012,19739,6812,34
"200",1346,6610,"Early Stuart","Sockeye",2013,26891,39658,34
"201",1347,6710,"Early Stuart","Sockeye",2014,110472,23298,34
"202",1348,6810,"Early Stuart","Sockeye",2015,5269,4060,34
"203",1349,6910,"Late Stuart","Sockeye",1948,327,1049,35
"204",1350,7010,"Late Stuart","Sockeye",1949,1530202,107752,35
"205",1351,7110,"Late Stuart","Sockeye",1950,39681,5843,35
"206",1352,7210,"Late Stuart","Sockeye",1951,63810,4402,35
"207",1353,7310,"Late Stuart","Sockeye",1952,3973,1975,35
"208",1354,7410,"Late Stuart","Sockeye",1953,1552239,369023,35
"209",1355,7510,"Late Stuart","Sockeye",1954,137965,5470,35
"210",1356,7610,"Late Stuart","Sockeye",1955,51345,7618,35
"211",1357,7710,"Late Stuart","Sockeye",1956,46102,1454,35
"212",1358,7810,"Late Stuart","Sockeye",1957,1329884,531130,35
"213",1359,7910,"Late Stuart","Sockeye",1958,54677,23638,35
"214",1360,8010,"Late Stuart","Sockeye",1959,7392,8225,35
"215",1361,8110,"Late Stuart","Sockeye",1960,9617,2961,35
"216",1362,8210,"Late Stuart","Sockeye",1961,778478,411105,35
"217",1363,8310,"Late Stuart","Sockeye",1962,45069,18689,35
"218",1364,8410,"Late Stuart","Sockeye",1963,12049,3237,35
"219",1365,8510,"Late Stuart","Sockeye",1964,3101,1900,35
"220",1366,8610,"Late Stuart","Sockeye",1965,1124519,214958,35
"221",1367,8710,"Late Stuart","Sockeye",1966,74079,9032,35
"222",1368,8810,"Late Stuart","Sockeye",1967,16556,1642,35
"223",1369,89,"Late Stuart","Sockeye",1968,31299,470,35
"224",1370,90,"Late Stuart","Sockeye",1969,1625590,207057,35
"225",1371,91,"Late Stuart","Sockeye",1970,70838,15055,35
"226",1372,9210,"Late Stuart","Sockeye",1971,66770,1535,35
"227",1373,9310,"Late Stuart","Sockeye",1972,18766,8704,35
"228",1374,9410,"Late Stuart","Sockeye",1973,666098,214343,35
"229",1375,9510,"Late Stuart","Sockeye",1974,50716,14627,35
"230",1376,9610,"Late Stuart","Sockeye",1975,215116,14229,35
"231",1377,9710,"Late Stuart","Sockeye",1976,3339,3000,35
"232",1378,9810,"Late Stuart","Sockeye",1977,1357741,146629,35
"233",1379,9910,"Late Stuart","Sockeye",1978,79447,13027,35
"234",1380,10010,"Late Stuart","Sockeye",1979,6854,31918,35
"235",1381,10110,"Late Stuart","Sockeye",1980,21440,979,35
"236",1382,10210,"Late Stuart","Sockeye",1981,2033901,249699,35
"237",1383,10310,"Late Stuart","Sockeye",1982,60989,16758,35
"238",1384,10410,"Late Stuart","Sockeye",1983,17944,2246,35
"239",1385,10510,"Late Stuart","Sockeye",1984,14744,1228,35
"240",1386,10610,"Late Stuart","Sockeye",1985,3507629,274642,35
"241",1387,10710,"Late Stuart","Sockeye",1986,816561,28715,35
"242",1388,10810,"Late Stuart","Sockeye",1987,380071,6524,35
"243",1389,10910,"Late Stuart","Sockeye",1988,208786,11459,35
"244",1390,11010,"Late Stuart","Sockeye",1989,5327124,575791,35
"245",1391,11110,"Late Stuart","Sockeye",1990,389823,190060,35
"246",1392,11210,"Late Stuart","Sockeye",1991,109581,77322,35
"247",1393,11310,"Late Stuart","Sockeye",1992,135399,23892,35
"248",1394,11410,"Late Stuart","Sockeye",1993,3764256,1805142,35
"249",1395,11510,"Late Stuart","Sockeye",1994,115440,76715,35
"250",1396,11610,"Late Stuart","Sockeye",1995,133454,34362,35
"251",1397,11710,"Late Stuart","Sockeye",1996,1023000,65898,35
"252",1398,11810,"Late Stuart","Sockeye",1997,430895,907652,35
"253",1399,11910,"Late Stuart","Sockeye",1998,277262,139421,35
"254",1400,12010,"Late Stuart","Sockeye",1999,133622,62120,35
"255",1401,12110,"Late Stuart","Sockeye",2000,913822,454478,35
"256",1402,12210,"Late Stuart","Sockeye",2001,505343,351881,35
"257",1403,12310,"Late Stuart","Sockeye",2002,125952,34521,35
"258",1404,12410,"Late Stuart","Sockeye",2003,21783,38474,35
"259",1405,12510,"Late Stuart","Sockeye",2004,282918,83447,35
"260",1406,12610,"Late Stuart","Sockeye",2005,119585,293144,35
"261",1407,12710,"Late Stuart","Sockeye",2006,173633,27515,35
"262",1408,12810,"Late Stuart","Sockeye",2007,13781,8707,35
"263",1409,12910,"Late Stuart","Sockeye",2008,190572,146658,35
"264",1410,13010,"Late Stuart","Sockeye",2009,247225,87001,35
"265",1411,1312,"Late Stuart","Sockeye",2010,320790,75289,35
"266",1412,1321,"Late Stuart","Sockeye",2011,3937,4053,35
"267",1413,1331,"Late Stuart","Sockeye",2012,33669,93159,35
"268",1414,1341,"Late Stuart","Sockeye",2013,235516,132603,35
"269",1415,1351,"Late Stuart","Sockeye",2014,327361,50691,35
"270",1416,1361,"Late Stuart","Sockeye",2015,9565,11124,35
"271",1417,137,"Stellako","Sockeye",1948,207177,9242,36
"272",1418,138,"Stellako","Sockeye",1949,179876,40231,36
"273",1419,139,"Stellako","Sockeye",1950,939117,77410,36
"274",1420,140,"Stellako","Sockeye",1951,455367,51413,36
"275",1421,141,"Stellako","Sockeye",1952,110701,19920,36
"276",1422,142,"Stellako","Sockeye",1953,174245,20388,36
"277",1423,143,"Stellako","Sockeye",1954,1211299,72273,36
"278",1424,1444,"Stellako","Sockeye",1955,629796,29937,36
"279",1425,14510,"Stellako","Sockeye",1956,246735,21686,36
"280",1426,14610,"Stellako","Sockeye",1957,151843,18044,36
"281",1427,14710,"Stellako","Sockeye",1958,340460,61581,36
"282",1428,14810,"Stellako","Sockeye",1959,541420,41872,36
"283",1429,1492,"Stellako","Sockeye",1960,164514,22718,36
"284",1430,15010,"Stellako","Sockeye",1961,147402,18136,36
"285",1431,15110,"Stellako","Sockeye",1962,589505,44532,36
"286",1432,15210,"Stellako","Sockeye",1963,727926,41535,36
"287",1433,15310,"Stellako","Sockeye",1964,177837,16161,36
"288",1434,1541,"Stellako","Sockeye",1965,243651,20479,36
"289",1435,1551,"Stellako","Sockeye",1966,359906,51509,36
"290",1436,15610,"Stellako","Sockeye",1967,550524,32467,36
"291",1437,15710,"Stellako","Sockeye",1968,129822,13680,36
"292",1438,15810,"Stellako","Sockeye",1969,253245,25629,36
"293",1439,15910,"Stellako","Sockeye",1970,234108,26727,36
"294",1440,1605,"Stellako","Sockeye",1971,509267,20147,36
"295",1441,1611,"Stellako","Sockeye",1972,756214,19938,36
"296",1442,16210,"Stellako","Sockeye",1973,85901,15424,36
"297",1443,16310,"Stellako","Sockeye",1974,303122,23718,36
"298",1444,1646,"Stellako","Sockeye",1975,1904124,68451,36
"299",1445,1651,"Stellako","Sockeye",1976,244357,63865,36
"300",1446,1661,"Stellako","Sockeye",1977,265700,10894,36
"301",1447,1671,"Stellako","Sockeye",1978,437405,32528,36
"302",1448,1681,"Stellako","Sockeye",1979,623924,152583,36
"303",1449,1691,"Stellako","Sockeye",1980,755406,28477,36
"304",1450,1701,"Stellako","Sockeye",1981,285898,12030,36
"305",1451,1711,"Stellako","Sockeye",1982,357773,34888,36
"306",1452,1721,"Stellako","Sockeye",1983,1257480,61357,36
"307",1453,1731,"Stellako","Sockeye",1984,1011189,32672,36
"308",1454,174,"Stellako","Sockeye",1985,128742,21969,36
"309",1455,175,"Stellako","Sockeye",1986,561845,44564,36
"310",1456,176,"Stellako","Sockeye",1987,435676,98179,36
"311",1457,177,"Stellako","Sockeye",1988,991499,200537,36
"312",1458,178,"Stellako","Sockeye",1989,222287,15903,36
"313",1459,179,"Stellako","Sockeye",1990,951836,56537,36
"314",1460,180,"Stellako","Sockeye",1991,336569,54349,36
"315",1461,181,"Stellako","Sockeye",1992,868461,55138,36
"316",1462,182,"Stellako","Sockeye",1993,309844,42861,36
"317",1463,183,"Stellako","Sockeye",1994,682889,63584,36
"318",1464,184,"Stellako","Sockeye",1995,183959,41135,36
"319",1465,185,"Stellako","Sockeye",1996,811994,167624,36
"320",1466,186,"Stellako","Sockeye",1997,125173,23241,36
"321",1467,187,"Stellako","Sockeye",1998,637997,96961,36
"322",1468,188,"Stellako","Sockeye",1999,174462,66080,36
"323",1469,189,"Stellako","Sockeye",2000,717671,195386,36
"324",1470,190,"Stellako","Sockeye",2001,287128,61590,36
"325",1471,191,"Stellako","Sockeye",2002,248375,177618,36
"326",1472,192,"Stellako","Sockeye",2003,49132,43829,36
"327",1473,193,"Stellako","Sockeye",2004,247010,53755,36
"328",1474,194,"Stellako","Sockeye",2005,11511,102247,36
"329",1475,195,"Stellako","Sockeye",2006,471057,79834,36
"330",1476,196,"Stellako","Sockeye",2007,138261,19626,36
"331",1477,197,"Stellako","Sockeye",2008,274935,73798,36
"332",1478,198,"Stellako","Sockeye",2009,202646,15770,36
"333",1479,199,"Stellako","Sockeye",2010,1642195,109383,36
"334",1480,200,"Stellako","Sockeye",2011,54886,25856,36
"335",1481,201,"Stellako","Sockeye",2012,49420,50572,36
"336",1482,202,"Stellako","Sockeye",2013,147642,54130,36
"337",1483,203,"Stellako","Sockeye",2014,392474,240406,36
"338",1484,204,"Stellako","Sockeye",2015,73951,47613,36
"339",1485,205,"Bowron","Sockeye",1948,80266,12826,37
"340",1486,206,"Bowron","Sockeye",1949,62791,10744,37
"341",1487,207,"Bowron","Sockeye",1950,75548,7352,37
"342",1488,208,"Bowron","Sockeye",1951,103821,10254,37
"343",1489,209,"Bowron","Sockeye",1952,43304,8632,37
"344",1490,210,"Bowron","Sockeye",1953,75579,5741,37
"345",1491,211,"Bowron","Sockeye",1954,66916,4566,37
"346",1492,212,"Bowron","Sockeye",1955,96955,4472,37
"347",1493,213,"Bowron","Sockeye",1956,38484,3639,37
"348",1494,214,"Bowron","Sockeye",1957,41966,6416,37
"349",1495,215,"Bowron","Sockeye",1958,18155,8308,37
"350",1496,216,"Bowron","Sockeye",1959,61865,14614,37
"351",1497,217,"Bowron","Sockeye",1960,17733,3525,37
"352",1498,218,"Bowron","Sockeye",1961,28148,3680,37
"353",1499,219,"Bowron","Sockeye",1962,21327,3219,37
"354",1500,220,"Bowron","Sockeye",1963,214316,11467,37
"355",1501,221,"Bowron","Sockeye",1964,27507,690,37
"356",1502,222,"Bowron","Sockeye",1965,17849,1170,37
"357",1503,223,"Bowron","Sockeye",1966,22249,1151,37
"358",1504,224,"Bowron","Sockeye",1967,206494,13991,37
"359",1505,225,"Bowron","Sockeye",1968,44642,1710,37
"360",1506,226,"Bowron","Sockeye",1969,17211,1936,37
"361",1507,227,"Bowron","Sockeye",1970,16197,497,37
"362",1508,228,"Bowron","Sockeye",1971,124507,10761,37
"363",1509,229,"Bowron","Sockeye",1972,16971,1969,37
"364",1510,230,"Bowron","Sockeye",1973,10662,2012,37
"365",1511,231,"Bowron","Sockeye",1974,17431,1046,37
"366",1512,232,"Bowron","Sockeye",1975,122780,14735,37
"367",1513,233,"Bowron","Sockeye",1976,7112,1069,37
"368",1514,234,"Bowron","Sockeye",1977,15396,1214,37
"369",1515,235,"Bowron","Sockeye",1978,40627,1678,37
"370",1516,236,"Bowron","Sockeye",1979,29984,16178,37
"371",1517,237,"Bowron","Sockeye",1980,45170,1376,37
"372",1518,238,"Bowron","Sockeye",1981,16532,562,37
"373",1519,239,"Bowron","Sockeye",1982,5277,990,37
"374",1520,240,"Bowron","Sockeye",1983,38556,3484,37
"375",1521,241,"Bowron","Sockeye",1984,50603,4909,37
"376",1522,242,"Bowron","Sockeye",1985,19177,3030,37
"377",1523,243,"Bowron","Sockeye",1986,21198,1396,37
"378",1524,244,"Bowron","Sockeye",1987,22592,5660,37
"379",1525,245,"Bowron","Sockeye",1988,13050,7405,37
"380",1526,246,"Bowron","Sockeye",1989,12842,1367,37
"381",1527,247,"Bowron","Sockeye",1990,31130,5065,37
"382",1528,248,"Bowron","Sockeye",1991,48807,2460,37
"383",1529,249,"Bowron","Sockeye",1992,12883,1117,37
"384",1530,250,"Bowron","Sockeye",1993,20467,592,37
"385",1531,251,"Bowron","Sockeye",1994,10849,1845,37
"386",1532,252,"Bowron","Sockeye",1995,27391,13467,37
"387",1533,253,"Bowron","Sockeye",1996,26776,4055,37
"388",1534,254,"Bowron","Sockeye",1997,5024,2119,37
"389",1535,255,"Bowron","Sockeye",1998,17001,2830,37
"390",1536,256,"Bowron","Sockeye",1999,19734,3295,37
"391",1537,257,"Bowron","Sockeye",2000,25283,6720,37
"392",1538,258,"Bowron","Sockeye",2001,6825,2752,37
"393",1539,259,"Bowron","Sockeye",2002,7674,4505,37
"394",1540,260,"Bowron","Sockeye",2003,3822,3038,37
"395",1541,261,"Bowron","Sockeye",2004,6120,458,37
"396",1542,262,"Bowron","Sockeye",2005,2259,866,37
"397",1543,263,"Bowron","Sockeye",2006,17563,636,37
"398",1544,264,"Bowron","Sockeye",2007,8365,1075,37
"399",1545,265,"Bowron","Sockeye",2008,782,275,37
"400",1546,266,"Bowron","Sockeye",2009,6112,843,37
"401",1547,267,"Bowron","Sockeye",2010,24776,4095,37
"402",1548,268,"Bowron","Sockeye",2011,5280,2037,37
"403",1549,269,"Bowron","Sockeye",2012,218,30,37
"404",1550,270,"Bowron","Sockeye",2013,505,1924,37
"405",1551,271,"Bowron","Sockeye",2014,19505,6252,37
"406",1552,272,"Bowron","Sockeye",2015,106,2211,37
"407",1553,273,"Raft","Sockeye",1948,63337,5524,38
"408",1554,274,"Raft","Sockeye",1949,39626,2109,38
"409",1555,275,"Raft","Sockeye",1950,45556,1917,38
"410",1556,276,"Raft","Sockeye",1951,47653,3364,38
"411",1557,277,"Raft","Sockeye",1952,51182,5116,38
"412",1558,278,"Raft","Sockeye",1953,32124,3600,38
"413",1559,279,"Raft","Sockeye",1954,50488,5352,38
"414",1560,280,"Raft","Sockeye",1955,60522,2905,38
"415",1561,281,"Raft","Sockeye",1956,27140,5179,38
"416",1562,282,"Raft","Sockeye",1957,21015,3314,38
"417",1563,283,"Raft","Sockeye",1958,23143,6235,38
"418",1564,284,"Raft","Sockeye",1959,23614,5232,38
"419",1565,285,"Raft","Sockeye",1960,16948,2252,38
"420",1566,286,"Raft","Sockeye",1961,24325,3014,38
"421",1567,287,"Raft","Sockeye",1962,40549,4197,38
"422",1568,288,"Raft","Sockeye",1963,9817,2693,38
"423",1569,289,"Raft","Sockeye",1964,48724,2666,38
"424",1570,290,"Raft","Sockeye",1965,20626,2669,38
"425",1571,2911,"Raft","Sockeye",1966,23539,2666,38
"426",1572,2921,"Raft","Sockeye",1967,9658,358,38
"427",1573,29310,"Raft","Sockeye",1968,106397,3455,38
"428",1574,29410,"Raft","Sockeye",1969,14370,2577,38
"429",1575,29510,"Raft","Sockeye",1970,8860,1205,38
